"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prokka_AMPS04__gff","Prokka_AMPS05__gff","Prokka_AMPS17__gff","Prokka_AMPS22__gff","Prokka_AMPS23__gff","Prokka_AMPS34__gff"
"group_3034","","hypothetical protein","2","2","1","1","4689","157","1","","1163","1289","1226","","PECMOLEC_01134","","","","ANOIEJPP_01271"
"group_304","","hypothetical protein","2","2","1","1","1119","364","3","","2117","5069","3593","FAPEHDJO_04535","","","HOKMPMND_00877","",""
"group_3063","","hypothetical protein","2","2","1","1","11838","51","5","","389","782","585","","PECMOLEC_02391","","HOKMPMND_01419","",""
"group_3064","","hypothetical protein","2","2","1","1","11839","51","12","","335","782","558","","PECMOLEC_02392","","","","ANOIEJPP_02585"
"group_3090","","hypothetical protein","2","2","1","1","10808","997","1","","1406","1862","1634","","PECMOLEC_04341","","","","ANOIEJPP_04527"
"group_310","","hypothetical protein","2","2","1","1","1401","378","3","","842","1667","1254","","","GAOMCEMF_02112","","","ANOIEJPP_03326"
"group_3101","","hypothetical protein","2","2","1","1","12648","1","2277","","743","1400","1071","","PECMOLEC_05355","","","","ANOIEJPP_05996"
"hlyD_1","","Hemolysin secretion protein D, chromosomal","2","2","1","1","12487","1","2729","","674","1163","918","","PECMOLEC_05477","","HOKMPMND_05407","",""
"emrB_2","","Colistin resistance protein EmrB","2","2","1","1","12167","1","2504","","980","1589","1284","","","","HOKMPMND_05788","","ANOIEJPP_00485"
"group_3112","emrB_2","Colistin resistance protein EmrB","2","2","1","1","12166","1","2503","","638","1589","1113","","PECMOLEC_05626","","","","ANOIEJPP_00486"
"group_3126","yciC_1","hypothetical protein","2","2","1","1","12323","1","2556","","464","1220","842","","PECMOLEC_05708","","","","ANOIEJPP_00401"
"gsiC_3","","hypothetical protein","2","2","1","1","12263","1","2387","","623","929","776","","","","HOKMPMND_05681","","ANOIEJPP_00347"
"gsiC_5","","Dipeptide transport system permease protein DppB","2","2","1","1","12239","1","2386","","347","929","638","","PECMOLEC_05761","","HOKMPMND_05680","",""
"uup_2","","ABC transporter ATP-binding protein uup","2","2","1","1","1575","305","4","","731","1442","1086","","","","HOKMPMND_00668","","ANOIEJPP_03354"
"group_3165","","hypothetical protein","2","2","1","1","8654","1","1501","","425","1286","855","","PECMOLEC_06031","GAOMCEMF_01559","","",""
"frlD","","Fructoselysine 6-kinase","2","2","1","1","11418","1","1746","","533","857","695","","PECMOLEC_06063","","","","ANOIEJPP_06799"
"group_3168","","hypothetical protein","2","2","1","1","11421","1","1743","","824","971","897","","PECMOLEC_06066","","","","ANOIEJPP_06796"
"group_3175","dmsA_2","Dimethyl sulfoxide/trimethylamine N-oxide reductase","2","2","1","1","267","1","494","","1946","2117","2031","","PECMOLEC_06147","GAOMCEMF_00876","","",""
"group_3182","","IS630 family transposase ISAzs31","2","2","1","1","399","1","597","","1079","1079","1079","","PECMOLEC_06187","","HOKMPMND_06215","",""
"group_3197","","hypothetical protein","2","2","1","1","2525","1000","2","","617","719","668","","PECMOLEC_06535","","","","ANOIEJPP_06420"
"group_3209","","IS3 family transposase ISRle4","2","2","1","1","8287","1","689","","266","266","266","","","GAOMCEMF_00733","","LGNEOHGC_05124",""
"group_321","hrpB","ATP-dependent RNA helicase HrpB","2","2","1","1","7436","150","4","","941","1736","1338","","PECMOLEC_03340","GAOMCEMF_01904","","",""
"rhaR_11","","HTH-type transcriptional activator RhaR","2","2","1","1","8538","1","2913","","380","380","380","","","GAOMCEMF_01731","","LGNEOHGC_07031",""
"hcaB_13","","3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase","2","2","1","1","788","1","368","","833","833","833","","","GAOMCEMF_00738","HOKMPMND_06349","",""
"group_3213","","hypothetical protein","2","2","1","1","11900","1","319","","266","266","266","","","GAOMCEMF_00805","HOKMPMND_06190","",""
"group_3214","","hypothetical protein","2","2","1","1","242","1","625","","314","605","459","","","GAOMCEMF_00806","","LGNEOHGC_06086",""
"group_3216","","IS630 family transposase ISRel6","2","2","1","1","8343","1","1582","","266","479","372","","","GAOMCEMF_01566","","LGNEOHGC_05987",""
"group_3224","","hypothetical protein","2","2","1","1","9209","4","66","","899","929","914","","","GAOMCEMF_04670","","LGNEOHGC_00813",""
"group_3236","","hypothetical protein","2","2","1","1","8673","10","13","","863","1526","1194","","","","HOKMPMND_04274","LGNEOHGC_00760",""
"group_3238","","hypothetical protein","2","2","1","1","800","1","261","","293","293","293","FAPEHDJO_00002","","GAOMCEMF_00709","","",""
"group_3259","","hypothetical protein","2","2","1","1","169","1","793","","251","311","281","FAPEHDJO_00079","","","","LGNEOHGC_06110",""
"group_3263","","hypothetical protein","2","2","1","1","260","1","634","","479","914","696","FAPEHDJO_00099","","GAOMCEMF_00801","","",""
"fucU_4","","L-fucose mutarotase","2","2","1","1","11505","1","3320","","386","440","413","FAPEHDJO_00127","","","HOKMPMND_06264","",""
"group_3272","dtnK","D-threonate kinase","2","2","1","1","8448","1","3302","","740","1214","977","FAPEHDJO_00137","","","","","ANOIEJPP_06766"
"group_3282","cspA_4","Cold shock protein CspA","2","2","1","1","723","1","3101","","203","203","203","FAPEHDJO_00182","PECMOLEC_06368","","","",""
"group_3285","","hypothetical protein","2","2","1","1","560","1","1946","","1121","1121","1121","FAPEHDJO_00190","","","","","ANOIEJPP_06645"
"group_3286","","hypothetical protein","2","2","1","1","559","1","1947","","1139","1139","1139","FAPEHDJO_00191","","","","","ANOIEJPP_06644"
"group_3287","msmX_1","Oligosaccharides import ATP-binding protein MsmX","2","2","1","1","557","1","1949","","1133","1154","1143","FAPEHDJO_00193","","","","","ANOIEJPP_06642"
"group_3294","","hypothetical protein","2","2","1","1","1044","288","2","","233","233","233","FAPEHDJO_00264","","","","LGNEOHGC_06830",""
"group_3298","","hypothetical protein","2","2","1","1","967","160","1","","662","731","696","FAPEHDJO_00272","","GAOMCEMF_00023","","",""
"group_3379","","hypothetical protein","2","2","1","1","7320","452","2","","164","164","164","FAPEHDJO_00586","","","","LGNEOHGC_06511",""
"group_341","","hypothetical protein","2","2","1","1","10824","113","3","","332","332","332","","PECMOLEC_04333","","","","ANOIEJPP_04518"
"group_344","","hypothetical protein","2","2","1","1","10721","168","1","","1643","3329","2486","","","GAOMCEMF_05777","","","ANOIEJPP_04545"
"gfa","","Glutathione-dependent formaldehyde-activating enzyme","2","2","1","1","2140","27","19","","572","572","572","","PECMOLEC_07021","","","LGNEOHGC_06214",""
"nimR","","HTH-type transcriptional regulator NimR","2","2","1","1","1803","14","28","","788","806","797","FAPEHDJO_00900","","","HOKMPMND_04246","",""
"cypM","","Cypemycin N-terminal methyltransferase","2","2","1","1","1804","14","25","","734","734","734","FAPEHDJO_00901","","","HOKMPMND_04248","",""
"group_3465","","hypothetical protein","2","2","1","1","926","1","133","","1178","1178","1178","FAPEHDJO_00911","","","HOKMPMND_07165","",""
"group_3466","","hypothetical protein","2","2","1","1","923","1","138","","1148","1148","1148","FAPEHDJO_00915","","","HOKMPMND_07169","",""
"group_3467","","hypothetical protein","2","2","1","1","884","1","144","","971","2261","1616","FAPEHDJO_00921","","","HOKMPMND_07184","",""
"clpV1","","Protein ClpV1","2","2","1","1","887","1","147","","2774","2774","2774","FAPEHDJO_00924","","","HOKMPMND_07187","",""
"group_3469","","hypothetical protein","2","2","1","1","888","1","148","","1010","1049","1029","FAPEHDJO_00925","","","HOKMPMND_07188","",""
"group_3470","","hypothetical protein","2","2","1","1","891","1","151","","1388","1388","1388","FAPEHDJO_00928","","","HOKMPMND_07191","",""
"group_3471","","hypothetical protein","2","2","1","1","896","1","156","","1001","1001","1001","FAPEHDJO_00932","","","HOKMPMND_07195","",""
"group_3472","","hypothetical protein","2","2","1","1","900","1","159","","1532","1532","1532","FAPEHDJO_00935","","","HOKMPMND_07198","",""
"group_3473","","hypothetical protein","2","2","1","1","902","1","161","","1373","1373","1373","FAPEHDJO_00937","","","HOKMPMND_07200","",""
"group_3474","","hypothetical protein","2","2","1","1","904","1","163","","1139","1139","1139","FAPEHDJO_00939","","","HOKMPMND_07202","",""
"group_3477","","hypothetical protein","2","2","1","1","862","1","259","","239","239","239","FAPEHDJO_00957","","GAOMCEMF_00707","","",""
"group_348","sasA_17","Adaptive-response sensory-kinase SasA","2","2","1","1","8671","10","2","","467","1430","948","FAPEHDJO_06111","","GAOMCEMF_05587","","",""
"group_3528","","hypothetical protein","2","2","1","1","5167","1","942","","224","224","224","FAPEHDJO_01155","","","","LGNEOHGC_05839",""
"mrpA_1","","Na(+)/H(+) antiporter subunit A","2","2","1","1","5855","471","1","","1061","2357","1709","","PECMOLEC_04844","","","","ANOIEJPP_05013"
"group_3530","","hypothetical protein","2","2","1","1","5166","1","943","","458","611","534","FAPEHDJO_01156","","","","LGNEOHGC_05834",""
"group_3531","","IS66 family transposase ISUnCu14","2","2","1","1","6986","1","944","","299","446","372","FAPEHDJO_01157","","","","LGNEOHGC_05833",""
"phnM_3","","Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase","2","2","1","1","6208","402","1","","329","1169","749","FAPEHDJO_06617","PECMOLEC_05088","","","",""
"ppk_2","","Polyphosphate kinase","2","2","1","1","6215","287","5","","572","1340","956","","","GAOMCEMF_05086","HOKMPMND_03726","",""
"group_3588","","Acetyltransferase","2","2","1","1","6935","1","776","","551","560","555","FAPEHDJO_01413","","","","LGNEOHGC_05579",""
"group_36","etfA_1","Electron transfer flavoprotein subunit alpha","2","2","1","1","1194","1496","1","","929","941","935","","","","HOKMPMND_00939","","ANOIEJPP_03095"
"group_3619","","hypothetical protein","2","2","1","1","8134","1","864","","143","143","143","FAPEHDJO_01530","","","","LGNEOHGC_05093",""
"group_3620","","hypothetical protein","2","2","1","1","8136","1","857","","203","266","234","FAPEHDJO_01531","","","HOKMPMND_05940","",""
"group_3621","","hypothetical protein","2","2","1","1","4574","29","13","","833","833","833","FAPEHDJO_01549","","","","LGNEOHGC_05110",""
"group_3629","","hypothetical protein","2","2","1","1","4406","1","86","","566","566","566","FAPEHDJO_01573","","","","","ANOIEJPP_00244"
"group_3645","","hypothetical protein","2","2","1","1","13063","1","2130","","245","245","245","FAPEHDJO_01723","","","","LGNEOHGC_05383",""
"yabJ_3","","2-iminobutanoate/2-iminopropanoate deaminase","2","2","1","1","12586","1","2151","","356","356","356","FAPEHDJO_01777","","","","LGNEOHGC_05331",""
"group_3681","","hypothetical protein","2","2","1","1","12411","1","2766","","1184","1184","1184","FAPEHDJO_01840","","","","LGNEOHGC_05244",""
"group_3682","","hypothetical protein","2","2","1","1","12415","1","2778","","956","956","956","FAPEHDJO_01844","","","","LGNEOHGC_05240",""
"group_3692","bacF","Aspartate/prephenate aminotransferase","2","2","1","1","11990","1","2840","","1163","1163","1163","FAPEHDJO_01897","","","HOKMPMND_05487","",""
"rutF_2","","Flavin-dependent monooxygenase, reductase subunit HsaB","2","2","1","1","11991","1","2841","","539","539","539","FAPEHDJO_01898","","","HOKMPMND_05488","",""
"parE4","","Toxin ParE4","2","2","1","1","12032","1","2127","","293","314","303","FAPEHDJO_01935","","","","LGNEOHGC_05151",""
"group_3726","ku_1","Non-homologous end joining protein Ku","2","2","1","1","11394","1","1732","","812","812","812","FAPEHDJO_02028","","","HOKMPMND_02506","",""
"group_3727","","hypothetical protein","2","2","1","1","11390","1","1643","","182","182","182","FAPEHDJO_02030","","","HOKMPMND_02508","",""
"group_3728","","hypothetical protein","2","2","1","1","11389","1","1642","","236","236","236","FAPEHDJO_02031","","","HOKMPMND_02509","",""
"group_3740","","hypothetical protein","2","2","1","1","11218","4","60","","257","314","285","FAPEHDJO_02172","","GAOMCEMF_04673","","",""
"group_3743","","hypothetical protein","2","2","1","1","11066","621","1","","173","173","173","FAPEHDJO_02184","","GAOMCEMF_04657","","",""
"group_3744","","hypothetical protein","2","2","1","1","9214","191","2","","275","275","275","FAPEHDJO_02191","","","HOKMPMND_03303","",""
"ydbD_2","","putative manganese catalase","2","2","1","1","987","39","8","","326","707","516","FAPEHDJO_00291","PECMOLEC_06438","","","",""
"group_392","lyx_1","L-xylulose/3-keto-L-gulonate kinase","2","2","1","1","7361","97","1","","650","1529","1089","","","","HOKMPMND_06781","LGNEOHGC_06570",""
"group_40","","hypothetical protein","2","2","1","1","928","265","3","","1037","1937","1487","","PECMOLEC_05916","","","","ANOIEJPP_06973"
"rcsC_22","","Sensor histidine kinase RcsC","2","2","1","1","7045","1121","1","","2801","3956","3378","","PECMOLEC_06859","","","","ANOIEJPP_07186"
"group_404","","hypothetical protein","2","2","1","1","7147","307","1","","281","281","281","","PECMOLEC_06862","","","","ANOIEJPP_07183"
"group_405","","hypothetical protein","2","2","1","1","7046","307","2","","143","281","212","","","GAOMCEMF_00492","","LGNEOHGC_06372",""
"group_407","swrC","Swarming motility protein SwrC","2","2","1","1","7050","122","6","","1178","2012","1595","FAPEHDJO_00730","","","HOKMPMND_06984","",""
"group_4086","","hypothetical protein","2","2","1","1","2838","3","33","","461","644","552","FAPEHDJO_03513","","GAOMCEMF_03306","","",""
"group_4090","","hypothetical protein","2","2","1","1","2830","336","3","","158","158","158","FAPEHDJO_03531","","GAOMCEMF_03287","","",""
"group_41","","hypothetical protein","2","2","1","1","2330","265","1","","1037","1037","1037","FAPEHDJO_00908","","","HOKMPMND_07161","",""
"group_4128","","hypothetical protein","2","2","1","1","3956","342","1","","716","815","765","FAPEHDJO_03701","","","","LGNEOHGC_03092",""
"group_4249","","hypothetical protein","2","2","1","1","7901","358","1","","128","176","152","FAPEHDJO_04168","","","","LGNEOHGC_02625",""
"group_4260","","hypothetical protein","2","2","1","1","7703","44","15","","191","191","191","FAPEHDJO_04218","","","","LGNEOHGC_02579",""
"group_4264","","hypothetical protein","2","2","1","1","7814","760","1","","1277","1277","1277","FAPEHDJO_04251","","","","","ANOIEJPP_02853"
"group_4386","","hypothetical protein","2","2","1","1","1411","785","1","","380","569","474","FAPEHDJO_04777","","GAOMCEMF_02034","","",""
"group_439","panB_1","3-methyl-2-oxobutanoate hydroxymethyltransferase","2","2","1","1","5201","177","2","","287","812","549","","","","HOKMPMND_00020","","ANOIEJPP_05557"
"group_44","","ISNCY family transposase ISRel10","2","2","1","1","9807","232","4","","473","1427","950","","PECMOLEC_00805","GAOMCEMF_04263","","",""
"mtgA_1","","Biosynthetic peptidoglycan transglycosylase","2","2","1","1","5394","301","4","","254","2078","1166","FAPEHDJO_01071","","","","","ANOIEJPP_05583"
"group_443","yfhM","Alpha-2-macroglobulin","2","2","1","1","5194","301","2","","1979","2288","2133","","PECMOLEC_07119","","","LGNEOHGC_05416",""
"group_4469","","hypothetical protein","2","2","1","1","8910","873","1","","1007","1007","1007","FAPEHDJO_05119","","GAOMCEMF_06578","","",""
"uctC","","L-carnitine CoA-transferase","2","2","1","1","13040","7","21","","299","1211","755","FAPEHDJO_05241","","","","LGNEOHGC_01589",""
"group_45","","ISNCY family transposase ISRel10","2","2","1","1","12318","1","2591","","317","1427","872","","PECMOLEC_05715","","","","ANOIEJPP_00397"
"group_451","","hypothetical protein","2","2","1","1","6705","278","2","","689","1931","1310","FAPEHDJO_01239","PECMOLEC_07261","","","",""
"group_4574","tam_2","Trans-aconitate 2-methyltransferase","2","2","1","1","10160","679","1","","932","932","932","FAPEHDJO_05526","","","","LGNEOHGC_01302",""
"group_4580","","hypothetical protein","2","2","1","1","10452","193","1","","467","500","483","FAPEHDJO_05551","","","HOKMPMND_04798","",""
"group_4585","","hypothetical protein","2","2","1","1","10439","379","2","","263","263","263","FAPEHDJO_05561","","","HOKMPMND_04788","",""
"kdpD_2","","Sensor protein KdpD","2","2","1","1","6809","63","5","","401","2699","1550","","","GAOMCEMF_01061","","LGNEOHGC_05662",""
"group_461","kdpB","Potassium-transporting ATPase ATP-binding subunit","2","2","1","1","6813","63","7","","662","2060","1361","","","GAOMCEMF_01058","","LGNEOHGC_05659",""
"group_4637","","hypothetical protein","2","2","1","1","10149","2","289","","2642","2642","2642","FAPEHDJO_05780","PECMOLEC_04216","","","",""
"group_4642","","hypothetical protein","2","2","1","1","10584","2","339","","407","440","423","FAPEHDJO_05785","PECMOLEC_04221","","","",""
